"Index","time","value"
148,2014-07-01 12:15:00,7
149,2014-07-01 12:20:00,1
150,2014-07-01 12:25:00,6
151,2014-07-01 12:30:00,27
152,2014-07-01 12:35:00,7
153,2014-07-01 12:40:00,8
154,2014-07-01 12:45:00,28
155,2014-07-01 12:50:00,3
156,2014-07-01 12:55:00,0
157,2014-07-01 13:00:00,0
158,2014-07-01 13:05:00,12
159,2014-07-01 13:10:00,6
160,2014-07-01 13:15:00,0
161,2014-07-01 13:20:00,0
162,2014-07-01 13:25:00,1
163,2014-07-01 13:30:00,0
164,2014-07-01 13:35:00,0
165,2014-07-01 13:40:00,0
166,2014-07-01 13:45:00,1
167,2014-07-01 13:50:00,3
168,2014-07-01 13:55:00,14
169,2014-07-01 14:00:00,16
170,2014-07-01 14:05:00,6
171,2014-07-01 14:10:00,2
172,2014-07-01 14:15:00,5
173,2014-07-01 14:20:00,0
174,2014-07-01 14:25:00,6
175,2014-07-01 14:30:00,1
176,2014-07-01 14:35:00,16
177,2014-07-01 14:40:00,7
178,2014-07-01 14:45:00,3
179,2014-07-01 14:50:00,16
180,2014-07-01 14:55:00,0
181,2014-07-01 15:00:00,4
182,2014-07-01 15:05:00,0
183,2014-07-01 15:10:00,10
184,2014-07-01 15:15:00,3
185,2014-07-01 15:20:00,0
186,2014-07-01 15:25:00,17
187,2014-07-01 15:30:00,3
188,2014-07-01 15:35:00,5
189,2014-07-01 15:40:00,1
190,2014-07-01 15:45:00,7
191,2014-07-01 15:50:00,16
192,2014-07-01 15:55:00,2
193,2014-07-01 16:00:00,12
194,2014-07-01 16:05:00,1
195,2014-07-01 16:10:00,2
196,2014-07-01 16:15:00,8
197,2014-07-01 16:20:00,8
198,2014-07-01 16:25:00,0
199,2014-07-01 16:30:00,0
200,2014-07-01 16:35:00,3
201,2014-07-01 16:40:00,0
202,2014-07-01 16:45:00,0
203,2014-07-01 16:50:00,7
204,2014-07-01 16:55:00,0
205,2014-07-01 17:00:00,0
206,2014-07-01 17:05:00,6
207,2014-07-01 17:10:00,0
208,2014-07-01 17:15:00,1
209,2014-07-01 17:20:00,0
210,2014-07-01 17:25:00,0
211,2014-07-01 17:30:00,2
212,2014-07-01 17:35:00,5
213,2014-07-01 17:40:00,14
214,2014-07-01 17:45:00,9
215,2014-07-01 17:50:00,1
216,2014-07-01 17:55:00,0
217,2014-07-01 18:00:00,1
218,2014-07-01 18:05:00,5
219,2014-07-01 18:10:00,0
220,2014-07-01 18:15:00,8
221,2014-07-01 18:20:00,0
222,2014-07-01 18:25:00,4
223,2014-07-01 18:30:00,0
224,2014-07-01 18:35:00,3
225,2014-07-01 18:40:00,0
226,2014-07-01 18:45:00,5
227,2014-07-01 18:50:00,3
228,2014-07-01 18:55:00,0
229,2014-07-01 19:00:00,4
230,2014-07-01 19:05:00,3
231,2014-07-01 19:10:00,11
232,2014-07-01 19:15:00,3
233,2014-07-01 19:20:00,4
234,2014-07-01 19:25:00,4
235,2014-07-01 19:30:00,4
236,2014-07-01 19:35:00,3
237,2014-07-01 19:40:00,6
238,2014-07-01 19:45:00,6
239,2014-07-01 19:50:00,7
240,2014-07-01 19:55:00,0
241,2014-07-01 20:00:00,7
242,2014-07-01 20:05:00,4
243,2014-07-01 20:10:00,11
244,2014-07-01 20:15:00,0
245,2014-07-01 20:20:00,1
246,2014-07-01 20:25:00,1
247,2014-07-01 20:30:00,3
248,2014-07-01 20:35:00,0
249,2014-07-01 20:40:00,0
250,2014-07-01 20:45:00,7
251,2014-07-01 20:50:00,4
252,2014-07-01 20:55:00,5
253,2014-07-01 21:00:00,9
254,2014-07-01 21:05:00,5
255,2014-07-01 21:10:00,1
256,2014-07-01 21:15:00,11
257,2014-07-01 21:20:00,12
258,2014-07-01 21:25:00,3
259,2014-07-01 21:30:00,4
260,2014-07-01 21:35:00,0
261,2014-07-01 21:40:00,13
262,2014-07-01 21:45:00,0
263,2014-07-01 21:50:00,1
264,2014-07-01 21:55:00,10
265,2014-07-01 22:00:00,11
266,2014-07-01 22:05:00,19
267,2014-07-01 22:10:00,1
268,2014-07-01 22:15:00,4
269,2014-07-01 22:20:00,14
270,2014-07-01 22:25:00,2
271,2014-07-01 22:30:00,14
272,2014-07-01 22:35:00,0
273,2014-07-01 22:40:00,0
274,2014-07-01 22:45:00,6
275,2014-07-01 22:50:00,0
276,2014-07-01 22:55:00,8
277,2014-07-01 23:00:00,7
278,2014-07-01 23:05:00,7
279,2014-07-01 23:10:00,0
280,2014-07-01 23:15:00,7
281,2014-07-01 23:20:00,9
282,2014-07-01 23:25:00,3
283,2014-07-01 23:30:00,12
284,2014-07-01 23:35:00,4
285,2014-07-01 23:40:00,10
286,2014-07-01 23:45:00,1
287,2014-07-01 23:50:00,4
288,2014-07-01 23:55:00,0
289,2014-07-02 00:00:00,14
290,2014-07-02 00:05:00,27
291,2014-07-02 00:10:00,3
292,2014-07-02 00:15:00,0
293,2014-07-02 00:20:00,0
294,2014-07-02 00:25:00,7
295,2014-07-02 00:30:00,43
296,2014-07-02 00:35:00,0
297,2014-07-02 00:40:00,0
298,2014-07-02 00:45:00,18
299,2014-07-02 00:50:00,7
300,2014-07-02 00:55:00,0
301,2014-07-02 01:00:00,1
302,2014-07-02 01:05:00,0
303,2014-07-02 01:10:00,0
304,2014-07-02 01:15:00,0
305,2014-07-02 01:20:00,8
306,2014-07-02 01:25:00,0
307,2014-07-02 01:30:00,0
308,2014-07-02 01:35:00,4
309,2014-07-02 01:40:00,3
310,2014-07-02 01:45:00,0
311,2014-07-02 01:50:00,1
312,2014-07-02 01:55:00,0
313,2014-07-02 02:00:00,0
314,2014-07-02 02:05:00,5
315,2014-07-02 02:10:00,0
316,2014-07-02 02:15:00,0
317,2014-07-02 02:20:00,1
318,2014-07-02 02:25:00,0
319,2014-07-02 02:30:00,0
320,2014-07-02 02:35:00,0
321,2014-07-02 02:40:00,0
322,2014-07-02 02:45:00,0
323,2014-07-02 02:50:00,0
324,2014-07-02 02:55:00,8
325,2014-07-02 03:00:00,0
326,2014-07-02 03:05:00,0
327,2014-07-02 03:10:00,0
328,2014-07-02 03:15:00,0
329,2014-07-02 03:20:00,0
330,2014-07-02 03:25:00,0
331,2014-07-02 03:30:00,0
332,2014-07-02 03:35:00,0
333,2014-07-02 03:40:00,0
334,2014-07-02 03:45:00,0
335,2014-07-02 03:50:00,0
336,2014-07-02 03:55:00,0
337,2014-07-02 04:00:00,0
338,2014-07-02 04:05:00,2
339,2014-07-02 04:10:00,0
340,2014-07-02 04:15:00,0
341,2014-07-02 04:20:00,0
342,2014-07-02 04:25:00,2
343,2014-07-02 04:30:00,0
344,2014-07-02 04:35:00,0
345,2014-07-02 04:40:00,0
346,2014-07-02 04:45:00,0
347,2014-07-02 04:50:00,0
348,2014-07-02 04:55:00,0
349,2014-07-02 05:00:00,0
350,2014-07-02 05:05:00,0
351,2014-07-02 05:10:00,0
352,2014-07-02 05:15:00,0
353,2014-07-02 05:20:00,0
354,2014-07-02 05:25:00,0
355,2014-07-02 05:30:00,0
356,2014-07-02 05:35:00,6
357,2014-07-02 05:40:00,0
358,2014-07-02 05:45:00,0
359,2014-07-02 05:50:00,0
360,2014-07-02 05:55:00,0
361,2014-07-02 06:00:00,1
362,2014-07-02 06:05:00,0
363,2014-07-02 06:10:00,0
364,2014-07-02 06:15:00,0
365,2014-07-02 06:20:00,0
366,2014-07-02 06:25:00,0
367,2014-07-02 06:30:00,0
368,2014-07-02 06:35:00,0
369,2014-07-02 06:40:00,6
370,2014-07-02 06:45:00,0
371,2014-07-02 06:50:00,0
372,2014-07-02 06:55:00,0
373,2014-07-02 07:00:00,0
374,2014-07-02 07:05:00,4
375,2014-07-02 07:10:00,4
376,2014-07-02 07:15:00,0
377,2014-07-02 07:20:00,0
378,2014-07-02 07:25:00,0
379,2014-07-02 07:30:00,0
380,2014-07-02 07:35:00,7
381,2014-07-02 07:40:00,7
382,2014-07-02 07:45:00,0
383,2014-07-02 07:50:00,8
384,2014-07-02 07:55:00,2
385,2014-07-02 08:00:00,6
386,2014-07-02 08:05:00,8
387,2014-07-02 08:10:00,0
388,2014-07-02 08:15:00,6
389,2014-07-02 08:20:00,1
390,2014-07-02 08:25:00,1
391,2014-07-02 08:30:00,7
392,2014-07-02 08:35:00,11
393,2014-07-02 08:40:00,13
394,2014-07-02 08:45:00,6
395,2014-07-02 08:50:00,7
396,2014-07-02 08:55:00,0
397,2014-07-02 09:00:00,3
398,2014-07-02 09:05:00,11
399,2014-07-02 09:10:00,0
400,2014-07-02 09:15:00,0
401,2014-07-02 09:20:00,6
402,2014-07-02 09:25:00,13
403,2014-07-02 09:30:00,7
404,2014-07-02 09:35:00,8
405,2014-07-02 09:40:00,0
406,2014-07-02 09:45:00,11
407,2014-07-02 09:50:00,1
408,2014-07-02 09:55:00,16
409,2014-07-02 10:00:00,3
410,2014-07-02 10:05:00,0
411,2014-07-02 10:10:00,6
412,2014-07-02 10:15:00,0
413,2014-07-02 10:20:00,0
414,2014-07-02 10:25:00,6
415,2014-07-02 10:30:00,5
416,2014-07-02 10:35:00,8
417,2014-07-02 10:40:00,0
418,2014-07-02 10:45:00,0
419,2014-07-02 10:50:00,7
420,2014-07-02 10:55:00,0
421,2014-07-02 11:00:00,12
422,2014-07-02 11:05:00,44
423,2014-07-02 11:10:00,6
424,2014-07-02 11:15:00,4
425,2014-07-02 11:20:00,16
426,2014-07-02 11:25:00,6
427,2014-07-02 11:30:00,3
428,2014-07-02 11:35:00,12
429,2014-07-02 11:40:00,12
430,2014-07-02 11:45:00,0
431,2014-07-02 11:50:00,0
432,2014-07-02 11:55:00,11
433,2014-07-02 12:00:00,2
434,2014-07-02 12:05:00,17
435,2014-07-02 12:10:00,13
436,2014-07-02 12:15:00,1
437,2014-07-02 12:20:00,10
438,2014-07-02 12:25:00,7
439,2014-07-02 12:30:00,6
440,2014-07-02 12:35:00,4
441,2014-07-02 12:40:00,27
442,2014-07-02 12:45:00,22
443,2014-07-02 12:50:00,39
444,2014-07-02 12:55:00,10
445,2014-07-02 13:00:00,44
446,2014-07-02 13:05:00,15
447,2014-07-02 13:10:00,10
448,2014-07-02 13:15:00,0
449,2014-07-02 13:20:00,6
450,2014-07-02 13:25:00,3
451,2014-07-02 13:30:00,0
452,2014-07-02 13:35:00,0
453,2014-07-02 13:40:00,4
454,2014-07-02 13:45:00,0
455,2014-07-02 13:50:00,16
456,2014-07-02 13:55:00,2
457,2014-07-02 14:00:00,8
458,2014-07-02 14:05:00,9
459,2014-07-02 14:10:00,6
460,2014-07-02 14:15:00,4
461,2014-07-02 14:20:00,0
462,2014-07-02 14:25:00,39
463,2014-07-02 14:30:00,20
464,2014-07-02 14:35:00,8
465,2014-07-02 14:40:00,11
466,2014-07-02 14:45:00,46
467,2014-07-02 14:50:00,5
468,2014-07-02 14:55:00,1
469,2014-07-02 15:00:00,4
470,2014-07-02 15:05:00,9
471,2014-07-02 15:10:00,0
472,2014-07-02 15:15:00,8
473,2014-07-02 15:20:00,10
474,2014-07-02 15:25:00,3
475,2014-07-02 15:30:00,9
476,2014-07-02 15:35:00,6
477,2014-07-02 15:40:00,3
478,2014-07-02 15:45:00,16
479,2014-07-02 15:50:00,0
480,2014-07-02 15:55:00,5
481,2014-07-02 16:00:00,17
482,2014-07-02 16:05:00,0
483,2014-07-02 16:10:00,0
484,2014-07-02 16:15:00,0
485,2014-07-02 16:20:00,5
486,2014-07-02 16:25:00,0
487,2014-07-02 16:30:00,0
488,2014-07-02 16:35:00,3
489,2014-07-02 16:40:00,6
490,2014-07-02 16:45:00,3
491,2014-07-02 16:50:00,0
492,2014-07-02 16:55:00,3
493,2014-07-02 17:00:00,0
494,2014-07-02 17:05:00,2
495,2014-07-02 17:10:00,32
496,2014-07-02 17:15:00,3
497,2014-07-02 17:20:00,5
498,2014-07-02 17:25:00,0
499,2014-07-02 17:30:00,6
500,2014-07-02 17:35:00,9
501,2014-07-02 17:40:00,23
502,2014-07-02 17:45:00,0
503,2014-07-02 17:50:00,6
504,2014-07-02 17:55:00,0
505,2014-07-02 18:00:00,5
506,2014-07-02 18:05:00,10
507,2014-07-02 18:10:00,1
508,2014-07-02 18:15:00,0
509,2014-07-02 18:20:00,8
510,2014-07-02 18:25:00,5
511,2014-07-02 18:30:00,2
512,2014-07-02 18:35:00,0
513,2014-07-02 18:40:00,1
514,2014-07-02 18:45:00,0
515,2014-07-02 18:50:00,0
516,2014-07-02 18:55:00,0
517,2014-07-02 19:00:00,6
518,2014-07-02 19:05:00,4
519,2014-07-02 19:10:00,7
520,2014-07-02 19:15:00,4
521,2014-07-02 19:20:00,0
522,2014-07-02 19:25:00,4
523,2014-07-02 19:30:00,7
524,2014-07-02 19:35:00,4
525,2014-07-02 19:40:00,0
526,2014-07-02 19:45:00,24
527,2014-07-02 19:50:00,12
528,2014-07-02 19:55:00,0
529,2014-07-02 20:00:00,18
530,2014-07-02 20:05:00,11
531,2014-07-02 20:10:00,4
532,2014-07-02 20:15:00,2
533,2014-07-02 20:20:00,18
534,2014-07-02 20:25:00,17
535,2014-07-02 20:30:00,31
536,2014-07-02 20:35:00,14
537,2014-07-02 20:40:00,11
538,2014-07-02 20:45:00,3
539,2014-07-02 20:50:00,0
540,2014-07-02 20:55:00,0
541,2014-07-02 21:00:00,3
542,2014-07-02 21:05:00,8
543,2014-07-02 21:10:00,1
544,2014-07-02 21:15:00,0
545,2014-07-02 21:20:00,2
546,2014-07-02 21:25:00,15
547,2014-07-02 21:30:00,0
548,2014-07-02 21:35:00,13
549,2014-07-02 21:40:00,1
550,2014-07-02 21:45:00,7
551,2014-07-02 21:50:00,10
552,2014-07-02 21:55:00,5
553,2014-07-02 22:00:00,8
554,2014-07-02 22:05:00,18
555,2014-07-02 22:10:00,15
556,2014-07-02 22:15:00,7
557,2014-07-02 22:20:00,17
558,2014-07-02 22:25:00,13
559,2014-07-02 22:30:00,10
560,2014-07-02 22:35:00,10
561,2014-07-02 22:40:00,13
562,2014-07-02 22:45:00,6
563,2014-07-02 22:50:00,4
564,2014-07-02 22:55:00,9
565,2014-07-02 23:00:00,6
566,2014-07-02 23:05:00,3
567,2014-07-02 23:10:00,5
568,2014-07-02 23:15:00,1
569,2014-07-02 23:20:00,6
570,2014-07-02 23:25:00,2
571,2014-07-02 23:30:00,1
572,2014-07-02 23:35:00,1
573,2014-07-02 23:40:00,2
574,2014-07-02 23:45:00,10
575,2014-07-02 23:50:00,2
576,2014-07-02 23:55:00,3
577,2014-07-03 00:00:00,3
578,2014-07-03 00:05:00,8
579,2014-07-03 00:10:00,4
580,2014-07-03 00:15:00,5
581,2014-07-03 00:20:00,1
582,2014-07-03 00:25:00,1
583,2014-07-03 00:30:00,15
584,2014-07-03 00:35:00,0
585,2014-07-03 00:40:00,7
586,2014-07-03 00:45:00,1
587,2014-07-03 00:50:00,4
588,2014-07-03 00:55:00,0
589,2014-07-03 01:00:00,0
590,2014-07-03 01:05:00,0
591,2014-07-03 01:10:00,0
592,2014-07-03 01:15:00,0
593,2014-07-03 01:20:00,10
594,2014-07-03 01:25:00,4
595,2014-07-03 01:30:00,5
596,2014-07-03 01:35:00,6
597,2014-07-03 01:40:00,6
598,2014-07-03 01:45:00,3
599,2014-07-03 01:50:00,0
600,2014-07-03 01:55:00,0
601,2014-07-03 02:00:00,0
602,2014-07-03 02:05:00,0
603,2014-07-03 02:10:00,3
604,2014-07-03 02:15:00,0
605,2014-07-03 02:20:00,0
606,2014-07-03 02:25:00,0
607,2014-07-03 02:30:00,0
608,2014-07-03 02:35:00,0
609,2014-07-03 02:40:00,0
610,2014-07-03 02:45:00,0
611,2014-07-03 02:50:00,1
612,2014-07-03 02:55:00,0
613,2014-07-03 03:00:00,0
614,2014-07-03 03:05:00,6
615,2014-07-03 03:10:00,0
616,2014-07-03 03:15:00,0
617,2014-07-03 03:20:00,0
618,2014-07-03 03:25:00,0
619,2014-07-03 03:30:00,0
620,2014-07-03 03:35:00,0
621,2014-07-03 03:40:00,0
622,2014-07-03 03:45:00,0
623,2014-07-03 03:50:00,0
624,2014-07-03 03:55:00,8
625,2014-07-03 04:00:00,0
626,2014-07-03 04:05:00,0
627,2014-07-03 04:10:00,0
628,2014-07-03 04:15:00,0
629,2014-07-03 04:20:00,0
630,2014-07-03 04:25:00,0
631,2014-07-03 04:30:00,0
632,2014-07-03 04:35:00,0
633,2014-07-03 04:40:00,0
634,2014-07-03 04:45:00,0
635,2014-07-03 04:50:00,0
636,2014-07-03 04:55:00,0
637,2014-07-03 05:00:00,0
638,2014-07-03 05:05:00,0
639,2014-07-03 05:10:00,0
640,2014-07-03 05:15:00,0
641,2014-07-03 05:20:00,0
642,2014-07-03 05:25:00,0
643,2014-07-03 05:30:00,0
644,2014-07-03 05:35:00,0
645,2014-07-03 05:40:00,0
646,2014-07-03 05:45:00,0
647,2014-07-03 05:50:00,0
648,2014-07-03 05:55:00,0
649,2014-07-03 06:00:00,0
650,2014-07-03 06:05:00,0
651,2014-07-03 06:10:00,0
652,2014-07-03 06:15:00,0
653,2014-07-03 06:20:00,11
654,2014-07-03 06:25:00,4
655,2014-07-03 06:30:00,2
656,2014-07-03 06:35:00,0
657,2014-07-03 06:40:00,0
658,2014-07-03 06:45:00,0
659,2014-07-03 06:50:00,0
660,2014-07-03 06:55:00,0
661,2014-07-03 07:00:00,0
662,2014-07-03 07:05:00,0
663,2014-07-03 07:10:00,4
664,2014-07-03 07:15:00,8
665,2014-07-03 07:20:00,8
666,2014-07-03 07:25:00,6
667,2014-07-03 07:30:00,4
668,2014-07-03 07:35:00,6
669,2014-07-03 07:40:00,20
670,2014-07-03 07:45:00,16
671,2014-07-03 07:50:00,33
672,2014-07-03 07:55:00,11
673,2014-07-03 08:00:00,5
674,2014-07-03 08:05:00,5
675,2014-07-03 08:10:00,18
676,2014-07-03 08:15:00,0
677,2014-07-03 08:20:00,19
678,2014-07-03 08:25:00,7
679,2014-07-03 08:30:00,1
680,2014-07-03 08:35:00,9
681,2014-07-03 08:40:00,10
682,2014-07-03 08:45:00,21
683,2014-07-03 08:50:00,5
684,2014-07-03 08:55:00,10
685,2014-07-03 09:00:00,6
686,2014-07-03 09:05:00,10
687,2014-07-03 09:10:00,12
688,2014-07-03 09:15:00,12
689,2014-07-03 09:20:00,8
690,2014-07-03 09:25:00,2
691,2014-07-03 09:30:00,5
692,2014-07-03 09:35:00,5
693,2014-07-03 09:40:00,1
694,2014-07-03 09:45:00,7
695,2014-07-03 09:50:00,0
696,2014-07-03 09:55:00,7
697,2014-07-03 10:00:00,0
698,2014-07-03 10:05:00,0
699,2014-07-03 10:10:00,1
700,2014-07-03 10:15:00,0
701,2014-07-03 10:20:00,3
702,2014-07-03 10:25:00,0
703,2014-07-03 10:30:00,2
704,2014-07-03 10:35:00,1
705,2014-07-03 10:40:00,0
706,2014-07-03 10:45:00,106
707,2014-07-03 10:50:00,1
708,2014-07-03 10:55:00,14
709,2014-07-03 11:00:00,5
710,2014-07-03 11:05:00,2
711,2014-07-03 11:10:00,4
712,2014-07-03 11:15:00,4
713,2014-07-03 11:20:00,6
714,2014-07-03 11:25:00,18
715,2014-07-03 11:30:00,4
716,2014-07-03 11:35:00,13
717,2014-07-03 11:40:00,0
718,2014-07-03 11:45:00,0
719,2014-07-03 11:50:00,12
720,2014-07-03 11:55:00,7
721,2014-07-03 12:00:00,8
722,2014-07-03 12:05:00,6
723,2014-07-03 12:10:00,5
724,2014-07-03 12:15:00,1
725,2014-07-03 12:20:00,7
726,2014-07-03 12:25:00,10
727,2014-07-03 12:30:00,4
728,2014-07-03 12:35:00,4
729,2014-07-03 12:40:00,5
730,2014-07-03 12:45:00,8
731,2014-07-03 12:50:00,12
732,2014-07-03 12:55:00,8
733,2014-07-03 13:00:00,0
734,2014-07-03 13:05:00,7
735,2014-07-03 13:10:00,3
736,2014-07-03 13:15:00,7
737,2014-07-03 13:20:00,14
738,2014-07-03 13:25:00,0
739,2014-07-03 13:30:00,4
740,2014-07-03 13:35:00,1
741,2014-07-03 13:40:00,2
742,2014-07-03 13:45:00,6
743,2014-07-03 13:50:00,2
744,2014-07-03 13:55:00,9
745,2014-07-03 14:00:00,3
746,2014-07-03 14:05:00,2
747,2014-07-03 14:10:00,10
748,2014-07-03 14:15:00,4
749,2014-07-03 14:20:00,14
750,2014-07-03 14:25:00,10
751,2014-07-03 14:30:00,1
752,2014-07-03 14:35:00,0
753,2014-07-03 14:40:00,0
754,2014-07-03 14:45:00,0
755,2014-07-03 14:50:00,0
756,2014-07-03 14:55:00,0
757,2014-07-03 15:00:00,9
758,2014-07-03 15:05:00,2
759,2014-07-03 15:10:00,9
760,2014-07-03 15:15:00,5
761,2014-07-03 15:20:00,3
762,2014-07-03 15:25:00,7
763,2014-07-03 15:30:00,6
764,2014-07-03 15:35:00,10
765,2014-07-03 15:40:00,10
766,2014-07-03 15:45:00,1
767,2014-07-03 15:50:00,0
768,2014-07-03 15:55:00,16
769,2014-07-03 16:00:00,6
770,2014-07-03 16:05:00,0
771,2014-07-03 16:10:00,0
772,2014-07-03 16:15:00,7
773,2014-07-03 16:20:00,0
774,2014-07-03 16:25:00,0
775,2014-07-03 16:30:00,10
776,2014-07-03 16:35:00,0
777,2014-07-03 16:40:00,0
778,2014-07-03 16:45:00,0
779,2014-07-03 16:50:00,0
780,2014-07-03 16:55:00,2
781,2014-07-03 17:00:00,5
782,2014-07-03 17:05:00,13
783,2014-07-03 17:10:00,0
784,2014-07-03 17:15:00,0
785,2014-07-03 17:20:00,0
786,2014-07-03 17:25:00,4
787,2014-07-03 17:30:00,11
788,2014-07-03 17:35:00,7
789,2014-07-03 17:40:00,1
790,2014-07-03 17:45:00,2
791,2014-07-03 17:50:00,9
792,2014-07-03 17:55:00,4
793,2014-07-03 18:00:00,4
794,2014-07-03 18:05:00,4
795,2014-07-03 18:10:00,4
796,2014-07-03 18:15:00,12
797,2014-07-03 18:20:00,8
798,2014-07-03 18:25:00,10
799,2014-07-03 18:30:00,6
800,2014-07-03 18:35:00,24
801,2014-07-03 18:40:00,16
802,2014-07-03 18:45:00,9
803,2014-07-03 18:50:00,18
804,2014-07-03 18:55:00,7
805,2014-07-03 19:00:00,5
806,2014-07-03 19:05:00,4
807,2014-07-03 19:10:00,7
808,2014-07-03 19:15:00,9
809,2014-07-03 19:20:00,0
810,2014-07-03 19:25:00,17
811,2014-07-03 19:30:00,10
812,2014-07-03 19:35:00,0
813,2014-07-03 19:40:00,14
814,2014-07-03 19:45:00,3
815,2014-07-03 19:50:00,0
816,2014-07-03 19:55:00,4
817,2014-07-03 20:00:00,0
818,2014-07-03 20:05:00,2
819,2014-07-03 20:10:00,0
820,2014-07-03 20:15:00,7
821,2014-07-03 20:20:00,0
822,2014-07-03 20:25:00,1
